rollout,runtime,best_reward,num_states
0,0.14611196517944336,0.0131150484085083,31
1,0.297929048538208,0.0131150484085083,60
2,0.44818592071533203,0.022745653986930847,89
3,0.5986568927764893,0.056065633893013,118
4,0.7466602325439453,0.056065633893013,147
5,0.8956079483032227,0.056065633893013,176
6,1.044187068939209,0.056065633893013,205
7,1.194150447845459,0.056065633893013,234
8,1.3421664237976074,0.056065633893013,263
9,1.4901742935180664,0.056065633893013,292
10,1.638066291809082,0.056065633893013,321
11,1.7864904403686523,0.056065633893013,350
12,1.9347589015960693,0.056065633893013,379
13,2.0831732749938965,0.056065633893013,408
14,2.2319095134735107,0.056065633893013,437
15,2.3800885677337646,0.056065633893013,466
16,2.5275936126708984,0.056065633893013,495
17,2.6765732765197754,0.056065633893013,524
18,2.823718547821045,0.056065633893013,553
19,2.9725358486175537,0.056065633893013,582
20,3.1204326152801514,0.056065633893013,611
21,3.267735004425049,0.056065633893013,640
22,3.415006399154663,0.056065633893013,669
23,3.5624685287475586,0.056065633893013,698
24,3.7097880840301514,0.056065633893013,727
25,3.856743335723877,0.056065633893013,756
26,4.004724502563477,0.056065633893013,785
27,4.152112245559692,0.056065633893013,814
28,4.2995734214782715,0.056065633893013,843
29,4.446969270706177,0.056065633893013,872
30,4.564496040344238,0.056065633893013,872
31,4.718913316726685,0.056065633893013,899
32,4.8722755908966064,0.056065633893013,926
33,5.026009798049927,0.056065633893013,953
34,5.178446054458618,0.056065633893013,980
35,5.330534219741821,0.056065633893013,1007
36,5.481645822525024,0.056065633893013,1034
37,5.632450103759766,0.056065633893013,1061
38,5.783389091491699,0.056065633893013,1088
39,5.935239315032959,0.056065633893013,1115
40,6.085172176361084,0.056065633893013,1142
41,6.235621213912964,0.056065633893013,1169
42,6.385780096054077,0.056065633893013,1196
43,6.535570859909058,0.056065633893013,1223
44,6.686029672622681,0.056065633893013,1250
45,6.834920406341553,0.056065633893013,1277
46,6.984608173370361,0.056065633893013,1304
47,7.134677410125732,0.056065633893013,1331
48,7.2844438552856445,0.056065633893013,1358
49,7.433572292327881,0.056065633893013,1385
50,7.581785440444946,0.056065633893013,1412
51,7.731884241104126,0.056065633893013,1439
52,7.879755973815918,0.056065633893013,1466
53,8.02861499786377,0.056065633893013,1493
54,8.17665719985962,0.056065633893013,1520
55,8.324856758117676,0.056065633893013,1547
56,8.471766233444214,0.056065633893013,1574
57,8.61878514289856,0.056065633893013,1601
58,8.765943765640259,0.056065633893013,1628
59,8.913381814956665,0.056065633893013,1655
60,9.065699815750122,0.056065633893013,1681
61,9.186914205551147,0.056065633893013,1681
62,9.344521284103394,0.056065633893013,1707
63,9.497314214706421,0.056065633893013,1734
64,9.649216890335083,0.056065633893013,1761
65,9.801259517669678,0.056065633893013,1788
66,9.95347285270691,0.056065633893013,1815
67,10.105668544769287,0.056065633893013,1842
68,10.257391691207886,0.056065633893013,1869
69,10.409138679504395,0.056065633893013,1896
70,10.55950117111206,0.056065633893013,1923
71,10.710521459579468,0.056065633893013,1950
72,10.860239505767822,0.056065633893013,1977
73,11.011162042617798,0.056065633893013,2004
74,11.16182255744934,0.056065633893013,2031
75,11.312548398971558,0.056065633893013,2058
76,11.461883544921875,0.056065633893013,2085
77,11.611569881439209,0.056065633893013,2112
78,11.760493278503418,0.056065633893013,2139
79,11.911158323287964,0.056065633893013,2166
80,12.060229778289795,0.056065633893013,2193
81,12.209802865982056,0.056065633893013,2220
82,12.358652114868164,0.056065633893013,2247
83,12.507274866104126,0.056065633893013,2274
84,12.656165599822998,0.056065633893013,2301
85,12.805173873901367,0.056065633893013,2328
86,12.953798532485962,0.056065633893013,2355
87,13.102187156677246,0.056065633893013,2382
88,13.249840497970581,0.056065633893013,2409
89,13.397095918655396,0.056065633893013,2436
90,13.55012845993042,0.056065633893013,2462
91,13.707720041275024,0.056065633893013,2487
92,13.867856502532959,0.056065633893013,2512
93,14.025926113128662,0.056065633893013,2538
94,14.178291082382202,0.056065633893013,2565
95,14.331024169921875,0.056065633893013,2592
96,14.482685089111328,0.056065633893013,2619
97,14.635725259780884,0.056065633893013,2646
98,14.78896951675415,0.056065633893013,2673
99,14.941874980926514,0.056065633893013,2700
100,15.093479871749878,0.056065633893013,2727
101,15.247043132781982,0.056065633893013,2754
102,15.39831280708313,0.056065633893013,2781
103,15.549394845962524,0.056065633893013,2808
104,15.700190782546997,0.056065633893013,2835
105,15.850648641586304,0.056065633893013,2862
106,16.001741886138916,0.056065633893013,2889
107,16.153356313705444,0.056065633893013,2916
108,16.303491353988647,0.056065633893013,2943
109,16.454792022705078,0.056065633893013,2970
110,16.604304552078247,0.056065633893013,2997
111,16.754008531570435,0.056065633893013,3024
112,16.903249740600586,0.056065633893013,3051
113,17.052677869796753,0.056065633893013,3078
114,17.203136205673218,0.056065633893013,3105
115,17.35204005241394,0.056065633893013,3132
116,17.50027894973755,0.056065633893013,3159
117,17.64889693260193,0.056065633893013,3186
118,17.798307180404663,0.056065633893013,3213
119,17.94703722000122,0.056065633893013,3240
120,18.099223613739014,0.056065633893013,3266
121,18.256807565689087,0.056065633893013,3291
122,18.41245698928833,0.056065633893013,3316
123,18.57456684112549,0.056065633893013,3341
124,18.731797456741333,0.056065633893013,3367
125,18.883355617523193,0.056065633893013,3394
126,19.03549885749817,0.056065633893013,3421
127,19.187820434570312,0.056065633893013,3448
128,19.339566230773926,0.056065633893013,3475
129,19.49104881286621,0.056065633893013,3502
130,19.641152143478394,0.056065633893013,3529
131,19.792174577713013,0.056065633893013,3556
132,19.942654609680176,0.056065633893013,3583
